request_id,experiment_id,regime,workload_scenario,concurrency,request_rate,request_duration,best_server,server_1_cpu,server_1_memory,server_1_connections,server_1_response_time,server_1_network_latency,server_2_cpu,server_2_memory,server_2_connections,server_2_response_time,server_2_network_latency,server_3_cpu,server_3_memory,server_3_connections,server_3_response_time,server_3_network_latency,correct_logistic_regression,pred_logistic_regression,correct_random_forest,pred_random_forest,correct_decision_tree,pred_decision_tree,correct_svm,pred_svm,correct_xgboost,pred_xgboost,best_model,num_correct_models
p12_exp_19_cpu_lc_seen_21,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_22,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_23,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_24,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_25,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_26,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_27,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_28,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_29,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_30,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_31,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_32,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_33,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_34,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_19_cpu_lc_seen_35,p12_exp_19_cpu_lc_seen,cpu_heavy,cpu_heavy,6,8.0,0.08,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_20_cpu_ml_unseen_1,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_2,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_3,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_4,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_5,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_6,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_7,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_8,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_9,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_10,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_11,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_12,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_13,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_14,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_15,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_16,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_17,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_18,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_19,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_20,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_21,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_22,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_23,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_24,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_25,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_26,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_27,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_28,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_29,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_30,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_31,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_32,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_33,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_34,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_20_cpu_ml_unseen_35,p12_exp_20_cpu_ml_unseen,cpu_heavy,cpu_heavy,8,0.0,0.095,server-3,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,1,20.0,1.5,1,server-3,1,server-3,1,server-3,1,server-3,1,server-3,SVM,5
p12_exp_21_cpu_iphash_unseen_1,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_2,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_3,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_4,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_5,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_6,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_7,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_8,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_9,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_10,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_11,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_12,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_13,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_14,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_15,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_16,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_17,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_18,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_19,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_20,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_21,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_22,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_23,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_24,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_25,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_26,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_27,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_28,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_29,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_30,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_31,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_32,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_33,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_34,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
p12_exp_21_cpu_iphash_unseen_35,p12_exp_21_cpu_iphash_unseen,cpu_heavy,cpu_heavy,9,0.0,0.1,server-1,15.0,25.0,1,20.0,1.5,15.0,25.0,0,20.0,1.5,15.0,25.0,0,20.0,1.5,1,server-1,1,server-1,1,server-1,1,server-1,1,server-1,SVM,5
